TYLER OBRIEN SHULTZ
Iteration,Time,Sensor,Type,Value
52,42,7,BSA,1
52,43,8,BSA,1
52,43,9,BSA,2
52,43,14,BSA,3
52,43,15,BSA,3
52,43,24,THC,11
52,43,25,THC,12
52,43,30,THC,14
52,43,31,THC,15
52,43,32,THC,15
52,43,33,THC,16
52,43,38,THC,18
52,43,39,THC,19
52,43,44,BSA,10
52,43,48,BIOTIN,35
52,43,55,BIOTIN,41
52,43,56,BIOTIN,41
52,43,63,BIOTIN,47
52,43,69,THC,34
53,43,0,BSA,0
53,43,1,BSA,0
53,43,6,BSA,1
53,43,7,BSA,1
53,43,8,BSA,1
53,43,9,BSA,2
53,43,14,BSA,3
53,43,15,BSA,3
53,44,24,THC,12
53,44,25,THC,12
53,44,30,THC,15
53,44,31,THC,15
53,44,32,THC,16
53,44,33,THC,16
53,44,38,THC,19
53,44,39,THC,19
53,44,44,BSA,11
53,44,48,BIOTIN,36
53,44,55,BIOTIN,41
53,44,56,BIOTIN,42
53,44,63,BIOTIN,48
53,44,69,THC,35
54,44,0,BSA,0
54,44,1,BSA,0
54,44,6,BSA,1
54,44,7,BSA,1
54,44,8,BSA,2
54,44,9,BSA,2
54,44,14,BSA,3
54,44,15,BSA,3
54,44,24,THC,12
54,44,25,THC,12
54,44,30,THC,15
54,44,31,THC,15
54,44,32,THC,16
54,44,33,THC,16
54,45,38,THC,19
54,45,39,THC,20
54,45,44,BSA,11
54,45,48,BIOTIN,37
54,45,55,BIOTIN,42
54,45,56,BIOTIN,43
54,45,63,BIOTIN,48
54,45,69,THC,35
55,45,0,BSA,0
55,45,1,BSA,0
55,45,6,BSA,1
55,45,7,BSA,1
55,45,8,BSA,2
55,45,9,BSA,2
55,45,14,BSA,3
55,45,15,BSA,3
55,45,24,THC,12
55,45,25,THC,12
55,45,30,THC,15
55,45,31,THC,16
55,45,32,THC,16
55,45,33,THC,17
55,45,38,THC,19
55,45,39,THC,20
55,45,44,BSA,11
55,45,48,BIOTIN,37
55,45,55,BIOTIN,42
55,45,56,BIOTIN,43
55,46,63,BIOTIN,49
55,46,69,THC,36
56,46,0,BSA,0
56,46,1,BSA,0
56,46,6,BSA,1
56,46,7,BSA,1
56,46,8,BSA,2
56,46,9,BSA,2
56,46,14,BSA,3
56,46,15,BSA,3
56,46,24,THC,12
56,46,25,THC,13
56,46,30,THC,15
56,46,31,THC,16
56,46,32,THC,16
56,46,33,THC,17
56,46,38,THC,20
56,46,39,THC,20
56,46,44,BSA,11
56,46,48,BIOTIN,38
56,46,55,BIOTIN,43
56,46,56,BIOTIN,44
56,46,63,BIOTIN,49
56,46,69,THC,36
57,46,0,BSA,0
57,46,1,BSA,0
57,46,6,BSA,1
57,46,7,BSA,1
57,47,8,BSA,2
57,47,9,BSA,2
57,47,14,BSA,3
57,47,15,BSA,4
57,47,24,THC,12
57,47,25,THC,13
57,47,30,THC,16
57,47,31,THC,16
57,47,32,THC,17
57,47,33,THC,17
57,47,38,THC,20
57,47,39,THC,20
57,47,44,BSA,11
57,47,48,BIOTIN,38
57,47,55,BIOTIN,44
57,47,56,BIOTIN,45
57,47,63,BIOTIN,50
57,47,69,THC,37
58,47,0,BSA,0
58,47,1,BSA,0
58,47,6,BSA,1
58,47,7,BSA,1
58,47,8,BSA,2
58,47,9,BSA,2
58,47,14,BSA,3
58,47,15,BSA,4
58,47,24,THC,12
58,47,25,THC,13
58,48,30,THC,16
58,48,31,THC,16
58,48,32,THC,17
58,48,33,THC,18
58,48,38,THC,20
58,48,39,THC,21
58,48,44,BSA,12
58,48,48,BIOTIN,39
58,48,55,BIOTIN,45
58,48,56,BIOTIN,45
58,48,63,BIOTIN,51
58,48,69,THC,37
59,48,0,BSA,0
59,48,1,BSA,0
59,48,6,BSA,1
59,48,7,BSA,1
59,48,8,BSA,2
59,48,9,BSA,2
59,48,14,BSA,3
59,48,15,BSA,4
59,48,24,THC,13
59,48,25,THC,13
59,48,30,THC,16
59,48,31,THC,16
59,48,32,THC,17
59,48,33,THC,18
59,48,38,THC,20
59,49,39,THC,21
59,49,44,BSA,12
59,49,48,BIOTIN,40
59,49,55,BIOTIN,45
59,49,56,BIOTIN,46
59,49,63,BIOTIN,52
59,49,69,THC,38
60,49,0,BSA,0
60,49,1,BSA,0
60,49,6,BSA,1
60,49,7,BSA,1
60,49,8,BSA,2
60,49,9,BSA,2
60,49,14,BSA,3
60,49,15,BSA,4
60,49,24,THC,13
60,49,25,THC,13
60,49,30,THC,16
60,49,31,THC,17
60,49,32,THC,17
60,49,33,THC,18
60,49,38,THC,21
60,49,39,THC,21
60,49,44,BSA,12
60,49,48,BIOTIN,40
60,49,55,BIOTIN,45
60,49,56,BIOTIN,46
60,49,63,BIOTIN,52
60,49,69,THC,38
61,50,0,BSA,0
61,50,1,BSA,0
61,50,6,BSA,1
61,50,7,BSA,1
61,50,8,BSA,2
61,50,9,BSA,2
61,50,14,BSA,3
61,50,15,BSA,4
61,50,24,THC,13
61,50,25,THC,14
61,50,30,THC,17
61,50,31,THC,17
61,50,32,THC,18
61,50,33,THC,18
61,50,38,THC,21
61,50,39,THC,22
61,50,44,BSA,12
61,50,48,BIOTIN,40
61,50,55,BIOTIN,46
61,50,56,BIOTIN,47
61,50,63,BIOTIN,53
61,50,69,THC,39
62,50,0,BSA,0
62,50,1,BSA,0
62,50,6,BSA,1
62,50,7,BSA,1
62,50,8,BSA,2
62,51,9,BSA,2
62,51,14,BSA,4
62,51,15,BSA,4
62,51,24,THC,13
62,51,25,THC,14
62,51,30,THC,17
62,51,31,THC,17
62,51,32,THC,18
62,51,33,THC,19
62,51,38,THC,21
62,51,39,THC,22
62,51,44,BSA,12
62,51,48,BIOTIN,41
62,51,55,BIOTIN,47
62,51,56,BIOTIN,48
62,51,63,BIOTIN,54
62,51,69,THC,39
63,51,0,BSA,0
63,51,1,BSA,0
63,51,6,BSA,1
63,51,7,BSA,2
63,51,8,BSA,2
63,51,9,BSA,2
63,51,14,BSA,4
63,51,15,BSA,4
63,51,24,THC,13
63,51,25,THC,14
63,51,30,THC,17
63,52,31,THC,18
63,52,32,THC,18
63,52,33,THC,19
63,52,38,THC,22
63,52,39,THC,22
63,52,44,BSA,12
63,52,48,BIOTIN,42
63,52,55,BIOTIN,48
63,52,56,BIOTIN,49
63,52,63,BIOTIN,55
63,52,69,THC,40
64,52,0,BSA,0
64,52,1,BSA,0
64,52,6,BSA,1
64,52,7,BSA,2
64,52,8,BSA,2
64,52,9,BSA,2
64,52,14,BSA,4
64,52,15,BSA,4
64,52,24,THC,14
64,52,25,THC,14
64,52,30,THC,17
64,52,31,THC,18
64,52,32,THC,18
64,52,33,THC,19
64,52,38,THC,22
64,52,39,THC,22
64,52,44,BSA,12
64,53,48,BIOTIN,42
64,53,55,BIOTIN,49
64,53,56,BIOTIN,49
64,53,63,BIOTIN,56
64,53,69,THC,41
65,53,0,BSA,0
65,53,1,BSA,0
65,53,6,BSA,1
65,53,7,BSA,2
65,53,8,BSA,2
65,53,9,BSA,2
65,53,14,BSA,4
65,53,15,BSA,4
65,53,24,THC,14
65,53,25,THC,14
65,53,30,THC,17
65,53,31,THC,18
65,53,32,THC,19
65,53,33,THC,19
65,53,38,THC,22
65,53,39,THC,23
65,53,44,BSA,13
65,53,48,BIOTIN,42
65,53,55,BIOTIN,49
65,53,56,BIOTIN,49
65,53,63,BIOTIN,56
65,53,69,THC,41
66,54,0,BSA,0
66,54,1,BSA,0
66,54,6,BSA,1
66,54,7,BSA,2
66,54,8,BSA,2
66,54,9,BSA,2
66,54,14,BSA,4
66,54,15,BSA,4
66,54,24,THC,14
66,54,25,THC,15
66,54,30,THC,18
66,54,31,THC,18
66,54,32,THC,19
66,54,33,THC,19
66,54,38,THC,22
66,54,39,THC,23
66,54,44,BSA,13
66,54,48,BIOTIN,43
66,54,55,BIOTIN,49
66,54,56,BIOTIN,50
66,54,63,BIOTIN,57
66,54,69,THC,41
67,54,0,BSA,0
67,54,1,BSA,0
67,54,6,BSA,1
67,54,7,BSA,2
67,54,8,BSA,2
67,54,9,BSA,2
67,54,14,BSA,4
67,55,15,BSA,4
67,55,24,THC,14
67,55,25,THC,15
67,55,30,THC,18
67,55,31,THC,19
67,55,32,THC,19
67,55,33,THC,20
67,55,38,THC,23
67,55,39,THC,23
67,55,44,BSA,13
67,55,48,BIOTIN,44
67,55,55,BIOTIN,50
67,55,56,BIOTIN,51
67,55,63,BIOTIN,57
67,55,69,THC,42
68,55,0,BSA,0
68,55,1,BSA,0
68,55,6,BSA,1
68,55,7,BSA,2
68,55,8,BSA,2
68,55,9,BSA,2
68,55,14,BSA,4
68,55,15,BSA,4
68,55,24,THC,14
68,55,25,THC,15
68,55,30,THC,18
68,55,31,THC,19
68,56,32,THC,19
68,56,33,THC,20
68,56,38,THC,23
68,56,39,THC,24
68,56,44,BSA,13
68,56,48,BIOTIN,44
68,56,55,BIOTIN,51
68,56,56,BIOTIN,52
68,56,63,BIOTIN,58
68,56,69,THC,42
69,56,0,BSA,0
69,56,1,BSA,0
69,56,6,BSA,1
69,56,7,BSA,2
69,56,8,BSA,2
69,56,9,BSA,2
69,56,14,BSA,4
69,56,15,BSA,4
69,56,24,THC,14
69,56,25,THC,15
69,56,30,THC,18
69,56,31,THC,19
69,56,32,THC,19
69,56,33,THC,20
69,56,38,THC,23
69,56,39,THC,24
69,56,44,BSA,13
69,56,48,BIOTIN,44
69,57,55,BIOTIN,52
69,57,56,BIOTIN,53
69,57,63,BIOTIN,59
69,57,69,THC,43
70,57,0,BSA,0
70,57,1,BSA,0
70,57,6,BSA,1
70,57,7,BSA,2
70,57,8,BSA,2
70,57,9,BSA,2
70,57,14,BSA,4
70,57,15,BSA,4
70,57,24,THC,15
70,57,25,THC,15
70,57,30,THC,18
70,57,31,THC,19
70,57,32,THC,20
70,57,33,THC,20
70,57,38,THC,24
70,57,39,THC,24
70,57,44,BSA,13
70,57,48,BIOTIN,45
70,57,55,BIOTIN,52
70,57,56,BIOTIN,53
70,57,63,BIOTIN,59
70,58,69,THC,44
71,58,0,BSA,0
71,58,1,BSA,0
71,58,6,BSA,1
71,58,7,BSA,2
71,58,8,BSA,2
71,58,9,BSA,2
71,58,14,BSA,4
71,58,15,BSA,4
71,58,24,THC,15
71,58,25,THC,16
71,58,30,THC,19
71,58,31,THC,19
71,58,32,THC,20
71,58,33,THC,21
71,58,38,THC,24
71,58,39,THC,25
71,58,44,BSA,14
71,58,48,BIOTIN,46
71,58,55,BIOTIN,52
71,58,56,BIOTIN,53
71,58,63,BIOTIN,60
71,58,69,THC,44
72,58,0,BSA,0
72,58,1,BSA,0
72,58,6,BSA,1
72,58,7,BSA,2
72,58,8,BSA,2
72,58,9,BSA,2
72,59,14,BSA,4
72,59,15,BSA,4
72,59,24,THC,15
72,59,25,THC,16
72,59,30,THC,19
72,59,31,THC,20
72,59,32,THC,20
72,59,33,THC,21
72,59,38,THC,24
72,59,39,THC,25
72,59,44,BSA,14
72,59,48,BIOTIN,46
72,59,55,BIOTIN,53
72,59,56,BIOTIN,54
72,59,63,BIOTIN,61
72,59,69,THC,44
73,59,0,BSA,0
73,59,1,BSA,0
73,59,6,BSA,1
73,59,7,BSA,2
73,59,8,BSA,2
73,59,9,BSA,2
73,59,14,BSA,4
73,59,15,BSA,4
73,59,24,THC,15
73,59,25,THC,16
73,59,30,THC,19
73,60,31,THC,20
73,60,32,THC,21
73,60,33,THC,21
73,60,38,THC,25
73,60,39,THC,25
73,60,44,BSA,14
73,60,48,BIOTIN,47
73,60,55,BIOTIN,54
73,60,56,BIOTIN,55
73,60,63,BIOTIN,62
73,60,69,THC,45
74,60,0,BSA,0
74,60,1,BSA,0
74,60,6,BSA,1
74,60,7,BSA,2
74,60,8,BSA,2
74,60,9,BSA,2
74,60,14,BSA,4
74,60,15,BSA,4
74,60,24,THC,15
74,60,25,THC,16
74,60,30,THC,19
74,60,31,THC,20
74,60,32,THC,21
74,60,33,THC,21
74,60,38,THC,25
74,60,39,THC,25
74,60,44,BSA,14
74,61,48,BIOTIN,48
74,61,55,BIOTIN,55
74,61,56,BIOTIN,56
74,61,63,BIOTIN,63
74,61,69,THC,46
75,61,0,BSA,0
75,61,1,BSA,0
75,61,6,BSA,2
75,61,7,BSA,2
75,61,8,BSA,2
75,61,9,BSA,3
75,61,14,BSA,4
75,61,15,BSA,5
75,61,24,THC,16
75,61,25,THC,16
75,61,30,THC,20
75,61,31,THC,20
75,61,32,THC,21
75,61,33,THC,22
75,61,38,THC,25
75,61,39,THC,26
75,61,44,BSA,14
75,61,48,BIOTIN,48
75,61,55,BIOTIN,55
75,61,56,BIOTIN,56
75,61,63,BIOTIN,63
75,61,69,THC,46
76,61,0,BSA,0
76,62,1,BSA,0
76,62,6,BSA,2
76,62,7,BSA,2
76,62,8,BSA,2
76,62,9,BSA,3
76,62,14,BSA,4
76,62,15,BSA,5
76,62,24,THC,16
76,62,25,THC,16
76,62,30,THC,20
76,62,31,THC,20
76,62,32,THC,21
76,62,33,THC,22
76,62,38,THC,25
76,62,39,THC,26
76,62,44,BSA,14
76,62,48,BIOTIN,48
76,62,55,BIOTIN,55
76,62,56,BIOTIN,56
76,62,63,BIOTIN,63
76,62,69,THC,46
77,62,0,BSA,0
77,62,1,BSA,0
77,62,6,BSA,2
77,62,7,BSA,2
77,62,8,BSA,2
77,62,9,BSA,3
77,63,14,BSA,4
77,63,15,BSA,5
77,63,24,THC,16
77,63,25,THC,17
77,63,30,THC,20
77,63,31,THC,21
77,63,32,THC,21
77,63,33,THC,22
77,63,38,THC,26
77,63,39,THC,26
77,63,44,BSA,15
77,63,48,BIOTIN,49
77,63,55,BIOTIN,56
77,63,56,BIOTIN,57
77,63,63,BIOTIN,64
77,63,69,THC,47
78,63,0,BSA,0
78,63,1,BSA,0
78,63,6,BSA,2
78,63,7,BSA,2
78,63,8,BSA,2
78,63,9,BSA,3
78,63,14,BSA,4
78,63,15,BSA,5
78,63,24,THC,16
78,63,25,THC,17
78,63,30,THC,20
78,63,31,THC,21
78,64,32,THC,22
78,64,33,THC,22
78,64,38,THC,26
78,64,39,THC,27
78,64,44,BSA,15
78,64,48,BIOTIN,49
78,64,55,BIOTIN,57
78,64,56,BIOTIN,58
78,64,63,BIOTIN,65
78,64,69,THC,47
79,64,0,BSA,0
79,64,1,BSA,0
79,64,6,BSA,2
79,64,7,BSA,2
79,64,8,BSA,2
79,64,9,BSA,3
79,64,14,BSA,4
79,64,15,BSA,5
79,64,24,THC,16
79,64,25,THC,17
79,64,30,THC,20
79,64,31,THC,21
79,64,32,THC,22
79,64,33,THC,22
79,64,38,THC,26
79,64,39,THC,27
79,64,44,BSA,15
79,64,48,BIOTIN,49
79,65,55,BIOTIN,57
79,65,56,BIOTIN,59
79,65,63,BIOTIN,66
79,65,69,THC,48
80,65,0,BSA,0
80,65,1,BSA,0
80,65,6,BSA,2
80,65,7,BSA,2
80,65,8,BSA,2
80,65,9,BSA,3
80,65,14,BSA,4
80,65,15,BSA,5
80,65,24,THC,16
80,65,25,THC,17
80,65,30,THC,21
80,65,31,THC,21
80,65,32,THC,22
80,65,33,THC,23
80,65,38,THC,26
80,65,39,THC,27
80,65,44,BSA,15
80,65,48,BIOTIN,50
80,65,55,BIOTIN,57
80,65,56,BIOTIN,59
80,65,63,BIOTIN,66
80,65,69,THC,48
81,65,0,BSA,0
81,65,1,BSA,0
81,66,6,BSA,2
81,66,7,BSA,2
81,66,8,BSA,2
81,66,9,BSA,3
81,66,14,BSA,4
81,66,15,BSA,5
81,66,24,THC,17
81,66,25,THC,17
81,66,30,THC,21
81,66,31,THC,22
81,66,32,THC,22
81,66,33,THC,23
81,66,38,THC,27
81,66,39,THC,27
81,66,44,BSA,15
81,66,48,BIOTIN,51
81,66,55,BIOTIN,58
81,66,56,BIOTIN,59
81,66,63,BIOTIN,67
81,66,69,THC,49
82,66,0,BSA,0
82,66,1,BSA,0
82,66,6,BSA,2
82,66,7,BSA,2
82,66,8,BSA,2
82,66,9,BSA,3
82,66,14,BSA,4
82,67,15,BSA,5
82,67,24,THC,17
82,67,25,THC,18
82,67,30,THC,21
82,67,31,THC,22
82,67,32,THC,23
82,67,33,THC,23
82,67,38,THC,27
82,67,39,THC,28
82,67,44,BSA,15
82,67,48,BIOTIN,51
82,67,55,BIOTIN,59
82,67,56,BIOTIN,60
82,67,63,BIOTIN,68
82,67,69,THC,49
83,67,0,BSA,0
83,67,1,BSA,0
83,67,6,BSA,2
83,67,7,BSA,2
83,67,8,BSA,2
83,67,9,BSA,3
83,67,14,BSA,5
83,67,15,BSA,5
83,67,24,THC,17
83,67,25,THC,18
83,67,30,THC,21
83,67,31,THC,22
83,67,32,THC,23
83,68,33,THC,24
83,68,38,THC,27
83,68,39,THC,28
83,68,44,BSA,16
83,68,48,BIOTIN,52
83,68,55,BIOTIN,60
83,68,56,BIOTIN,61
83,68,63,BIOTIN,68
83,68,69,THC,50
84,68,0,BSA,0
84,68,1,BSA,0
84,68,6,BSA,2
84,68,7,BSA,2
84,68,8,BSA,2
84,68,9,BSA,3
84,68,14,BSA,5
84,68,15,BSA,5
84,68,24,THC,17
84,68,25,THC,18
84,68,30,THC,21
84,68,31,THC,22
84,68,32,THC,23
84,68,33,THC,24
84,68,38,THC,27
84,68,39,THC,28
84,68,44,BSA,16
84,68,48,BIOTIN,52
84,68,55,BIOTIN,60
84,69,56,BIOTIN,61
84,69,63,BIOTIN,69
84,69,69,THC,50
85,69,0,BSA,0
85,69,1,BSA,0
85,69,6,BSA,2
85,69,7,BSA,2
85,69,8,BSA,2
85,69,9,BSA,3
85,69,14,BSA,5
85,69,15,BSA,5
85,69,24,THC,17
85,69,25,THC,18
85,69,30,THC,22
85,69,31,THC,22
85,69,32,THC,23
85,69,33,THC,24
85,69,38,THC,28
85,69,39,THC,28
85,69,44,BSA,16
85,69,48,BIOTIN,53
85,69,55,BIOTIN,60
85,69,56,BIOTIN,61
85,69,63,BIOTIN,69
85,69,69,THC,50
86,69,0,BSA,0
86,69,1,BSA,0
86,69,6,BSA,2
86,70,7,BSA,2
86,70,8,BSA,2
86,70,9,BSA,3
86,70,14,BSA,5
86,70,15,BSA,5
86,70,24,THC,17
86,70,25,THC,18
86,70,30,THC,22
86,70,31,THC,23
86,70,32,THC,23
86,70,33,THC,24
86,70,38,THC,28
86,70,39,THC,29
86,70,44,BSA,16
86,70,48,BIOTIN,53
86,70,55,BIOTIN,61
86,70,56,BIOTIN,62
86,70,63,BIOTIN,70
86,70,69,THC,51
87,70,0,BSA,0
87,70,1,BSA,0
87,70,6,BSA,2
87,70,7,BSA,2
87,70,8,BSA,2
87,70,9,BSA,3
87,70,14,BSA,5
87,70,15,BSA,5
87,70,24,THC,17
87,71,25,THC,18
87,71,30,THC,22
87,71,31,THC,23
87,71,32,THC,24
87,71,33,THC,24
87,71,38,THC,28
87,71,39,THC,29
87,71,44,BSA,16
87,71,48,BIOTIN,54
87,71,55,BIOTIN,62
87,71,56,BIOTIN,63
87,71,63,BIOTIN,71
87,71,69,THC,52
88,71,0,BSA,0
88,71,1,BSA,0
88,71,6,BSA,2
88,71,7,BSA,2
88,71,8,BSA,3
88,71,9,BSA,3
88,71,14,BSA,5
88,71,15,BSA,5
88,71,24,THC,18
88,71,25,THC,18
88,71,30,THC,22
88,71,31,THC,23
88,72,32,THC,24
88,72,33,THC,25
88,72,38,THC,28
88,72,39,THC,29
88,72,44,BSA,16
88,72,48,BIOTIN,54
88,72,55,BIOTIN,62
88,72,56,BIOTIN,64
88,72,63,BIOTIN,72
88,72,69,THC,52
89,72,0,BSA,0
89,72,1,BSA,0
89,72,6,BSA,2
89,72,7,BSA,2
89,72,8,BSA,3
89,72,9,BSA,3
89,72,14,BSA,5
89,72,15,BSA,5
89,72,24,THC,18
89,72,25,THC,19
89,72,30,THC,22
89,72,31,THC,23
89,72,32,THC,24
89,72,33,THC,25
89,72,38,THC,28
89,72,39,THC,29
89,72,44,BSA,16
89,72,48,BIOTIN,54
89,73,55,BIOTIN,63
89,73,56,BIOTIN,64
89,73,63,BIOTIN,72
89,73,69,THC,53
90,73,0,BSA,0
90,73,1,BSA,0
90,73,6,BSA,2
90,73,7,BSA,2
90,73,8,BSA,3
90,73,9,BSA,3
90,73,14,BSA,5
90,73,15,BSA,5
90,73,24,THC,18
90,73,25,THC,19
90,73,30,THC,23
90,73,31,THC,23
90,73,32,THC,24
90,73,33,THC,25
90,73,38,THC,29
90,73,39,THC,30
90,73,44,BSA,16
90,73,48,BIOTIN,55
90,73,55,BIOTIN,63
90,73,56,BIOTIN,64
90,73,63,BIOTIN,72
90,73,69,THC,53
91,73,0,BSA,0
91,73,1,BSA,0
91,74,6,BSA,2
91,74,7,BSA,2
91,74,8,BSA,3
91,74,9,BSA,3
91,74,14,BSA,5
91,74,15,BSA,5
91,74,24,THC,18
91,74,25,THC,19
91,74,30,THC,23
91,74,31,THC,24
91,74,32,THC,24
91,74,33,THC,25
91,74,38,THC,29
91,74,39,THC,30
91,74,44,BSA,17
91,74,48,BIOTIN,56
91,74,55,BIOTIN,64
91,74,56,BIOTIN,65
91,74,63,BIOTIN,73
91,74,69,THC,53
92,74,0,BSA,0
92,74,1,BSA,0
92,74,6,BSA,2
92,74,7,BSA,2
92,74,8,BSA,3
92,74,9,BSA,3
92,74,14,BSA,5
92,74,15,BSA,5
92,75,24,THC,18
92,75,25,THC,19
92,75,30,THC,23
92,75,31,THC,24
92,75,32,THC,25
92,75,33,THC,25
92,75,38,THC,29
92,75,39,THC,30
92,75,44,BSA,17
92,75,48,BIOTIN,56
92,75,55,BIOTIN,64
92,75,56,BIOTIN,66
92,75,63,BIOTIN,74
92,75,69,THC,54
93,75,0,BSA,0
93,75,1,BSA,0
93,75,6,BSA,2
93,75,7,BSA,2
93,75,8,BSA,3
93,75,9,BSA,3
93,75,14,BSA,5
93,75,15,BSA,5
93,75,24,THC,18
93,75,25,THC,19
93,75,30,THC,23
93,75,31,THC,24
93,75,32,THC,25
93,76,33,THC,26
93,76,38,THC,30
93,76,39,THC,30
93,76,44,BSA,17
93,76,48,BIOTIN,57
93,76,55,BIOTIN,65
93,76,56,BIOTIN,66
93,76,63,BIOTIN,75
93,76,69,THC,54
94,76,0,BSA,0
94,76,1,BSA,0
94,76,6,BSA,2
94,76,7,BSA,2
94,76,8,BSA,3
94,76,9,BSA,3
94,76,14,BSA,5
94,76,15,BSA,5
94,76,24,THC,19
94,76,25,THC,19
94,76,30,THC,23
94,76,31,THC,24
94,76,32,THC,25
94,76,33,THC,26
94,76,38,THC,30
94,76,39,THC,30
94,76,44,BSA,17
94,76,48,BIOTIN,57
94,76,55,BIOTIN,65
94,77,56,BIOTIN,67
94,77,63,BIOTIN,75
94,77,69,THC,55
95,77,0,BSA,0
95,77,1,BSA,0
95,77,6,BSA,2
95,77,7,BSA,2
95,77,8,BSA,3
95,77,9,BSA,3
95,77,14,BSA,5
95,77,15,BSA,6
95,77,24,THC,19
95,77,25,THC,20
95,77,30,THC,24
95,77,31,THC,24
95,77,32,THC,25
95,77,33,THC,26
95,77,38,THC,30
95,77,39,THC,31
95,77,44,BSA,17
95,77,48,BIOTIN,57
95,77,55,BIOTIN,66
95,77,56,BIOTIN,67
95,77,63,BIOTIN,75
95,77,69,THC,55
96,77,0,BSA,0
96,77,1,BSA,0
96,77,6,BSA,2
96,78,7,BSA,2
96,78,8,BSA,3
96,78,9,BSA,3
96,78,14,BSA,5
96,78,15,BSA,6
96,78,24,THC,19
96,78,25,THC,20
96,78,30,THC,24
96,78,31,THC,25
96,78,32,THC,25
96,78,33,THC,26
96,78,38,THC,30
96,78,39,THC,31
96,78,44,BSA,17
96,78,48,BIOTIN,58
96,78,55,BIOTIN,66
96,78,56,BIOTIN,68
96,78,63,BIOTIN,76
96,78,69,THC,55
97,78,0,BSA,0
97,78,1,BSA,0
97,78,6,BSA,2
97,78,7,BSA,2
97,78,8,BSA,3
97,78,9,BSA,3
97,78,14,BSA,5
97,78,15,BSA,6
97,78,24,THC,19
97,79,25,THC,20
97,79,30,THC,24
97,79,31,THC,25
97,79,32,THC,26
97,79,33,THC,27
97,79,38,THC,31
97,79,39,THC,31
97,79,44,BSA,18
97,79,48,BIOTIN,58
97,79,55,BIOTIN,67
97,79,56,BIOTIN,68
97,79,63,BIOTIN,77
97,79,69,THC,56
98,79,0,BSA,0
98,79,1,BSA,0
98,79,6,BSA,2
98,79,7,BSA,2
98,79,8,BSA,3
98,79,9,BSA,3
98,79,14,BSA,5
98,79,15,BSA,6
98,79,24,THC,19
98,79,25,THC,20
98,79,30,THC,24
98,79,31,THC,25
98,79,32,THC,26
98,79,33,THC,27
98,80,38,THC,31
98,80,39,THC,32
98,80,44,BSA,18
98,80,48,BIOTIN,59
98,80,55,BIOTIN,68
98,80,56,BIOTIN,69
98,80,63,BIOTIN,78
98,80,69,THC,57
99,80,0,BSA,0
99,80,1,BSA,0
99,80,6,BSA,2
99,80,7,BSA,2
99,80,8,BSA,3
99,80,9,BSA,3
99,80,14,BSA,5
99,80,15,BSA,6
99,80,24,THC,19
99,80,25,THC,20
99,80,30,THC,24
99,80,31,THC,25
99,80,32,THC,26
99,80,33,THC,27
99,80,38,THC,31
99,80,39,THC,32
99,80,44,BSA,18
99,80,48,BIOTIN,59
99,80,55,BIOTIN,68
99,80,56,BIOTIN,69
99,81,63,BIOTIN,78
99,81,69,THC,57
100,81,0,BSA,0
100,81,1,BSA,0
100,81,6,BSA,2
100,81,7,BSA,2
100,81,8,BSA,3
100,81,9,BSA,3
100,81,14,BSA,5
100,81,15,BSA,6
100,81,24,THC,20
100,81,25,THC,20
100,81,30,THC,25
100,81,31,THC,25
100,81,32,THC,26
100,81,33,THC,27
100,81,38,THC,31
100,81,39,THC,32
100,81,44,BSA,18
100,81,48,BIOTIN,60
100,81,55,BIOTIN,68
100,81,56,BIOTIN,70
100,81,63,BIOTIN,78
100,81,69,THC,57
101,81,0,BSA,0
101,81,1,BSA,0
101,81,6,BSA,2
101,81,7,BSA,2
101,82,8,BSA,3
101,82,9,BSA,3
101,82,14,BSA,5
101,82,15,BSA,6
101,82,24,THC,20
101,82,25,THC,21
101,82,30,THC,25
101,82,31,THC,26
101,82,32,THC,26
101,82,33,THC,27
101,82,38,THC,31
101,82,39,THC,32
101,82,44,BSA,18
101,82,48,BIOTIN,60
101,82,55,BIOTIN,69
101,82,56,BIOTIN,70
101,82,63,BIOTIN,79
101,82,69,THC,58
102,82,0,BSA,0
102,82,1,BSA,0
102,82,6,BSA,2
102,82,7,BSA,2
102,82,8,BSA,3
102,82,9,BSA,3
102,82,14,BSA,5
102,82,15,BSA,6
102,82,24,THC,20
102,82,25,THC,21
102,83,30,THC,25
102,83,31,THC,26
102,83,32,THC,27
102,83,33,THC,28
102,83,38,THC,32
102,83,39,THC,33
102,83,44,BSA,18
102,83,48,BIOTIN,61
102,83,55,BIOTIN,70
102,83,56,BIOTIN,71
102,83,63,BIOTIN,80
102,83,69,THC,58
103,83,0,BSA,0
103,83,1,BSA,0
103,83,6,BSA,2
103,83,7,BSA,2
103,83,8,BSA,3
103,83,9,BSA,3
103,83,14,BSA,5
103,83,15,BSA,6
103,83,24,THC,20
103,83,25,THC,21
103,83,30,THC,25
103,83,31,THC,26
103,83,32,THC,27
103,83,33,THC,28
103,83,38,THC,32
103,83,39,THC,33
103,84,44,BSA,18
103,84,48,BIOTIN,61
103,84,55,BIOTIN,70
103,84,56,BIOTIN,72
103,84,63,BIOTIN,81
103,84,69,THC,59
104,84,0,BSA,0
104,84,1,BSA,0
104,84,6,BSA,2
104,84,7,BSA,3
104,84,8,BSA,3
104,84,9,BSA,3
104,84,14,BSA,6
104,84,15,BSA,6
104,84,24,THC,20
